left,center,right,mask,steering
driving_model/sim_data/RGB\left_04210.png,driving_model/sim_data/RGB\center_04210.png,driving_model/sim_data/RGB\right_04210.png,driving_model/sim_data/masks\04210.png,0.00035146623849868774
driving_model/sim_data/RGB\left_04211.png,driving_model/sim_data/RGB\center_04211.png,driving_model/sim_data/RGB\right_04211.png,driving_model/sim_data/masks\04211.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04212.png,driving_model/sim_data/RGB\center_04212.png,driving_model/sim_data/RGB\right_04212.png,driving_model/sim_data/masks\04212.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04213.png,driving_model/sim_data/RGB\center_04213.png,driving_model/sim_data/RGB\right_04213.png,driving_model/sim_data/masks\04213.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04214.png,driving_model/sim_data/RGB\center_04214.png,driving_model/sim_data/RGB\right_04214.png,driving_model/sim_data/masks\04214.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04215.png,driving_model/sim_data/RGB\center_04215.png,driving_model/sim_data/RGB\right_04215.png,driving_model/sim_data/masks\04215.png,-0.000870533986017108
driving_model/sim_data/RGB\left_04216.png,driving_model/sim_data/RGB\center_04216.png,driving_model/sim_data/RGB\right_04216.png,driving_model/sim_data/masks\04216.png,0.0002485241857357323
driving_model/sim_data/RGB\left_04217.png,driving_model/sim_data/RGB\center_04217.png,driving_model/sim_data/RGB\right_04217.png,driving_model/sim_data/masks\04217.png,-0.000870533986017108
driving_model/sim_data/RGB\left_04218.png,driving_model/sim_data/RGB\center_04218.png,driving_model/sim_data/RGB\right_04218.png,driving_model/sim_data/masks\04218.png,0.0008640846936032176
driving_model/sim_data/RGB\left_04219.png,driving_model/sim_data/RGB\center_04219.png,driving_model/sim_data/RGB\right_04219.png,driving_model/sim_data/masks\04219.png,-0.0007912935689091682
driving_model/sim_data/RGB\left_04220.png,driving_model/sim_data/RGB\center_04220.png,driving_model/sim_data/RGB\right_04220.png,driving_model/sim_data/masks\04220.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04221.png,driving_model/sim_data/RGB\center_04221.png,driving_model/sim_data/RGB\right_04221.png,driving_model/sim_data/masks\04221.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04222.png,driving_model/sim_data/RGB\center_04222.png,driving_model/sim_data/RGB\right_04222.png,driving_model/sim_data/masks\04222.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04223.png,driving_model/sim_data/RGB\center_04223.png,driving_model/sim_data/RGB\right_04223.png,driving_model/sim_data/masks\04223.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04224.png,driving_model/sim_data/RGB\center_04224.png,driving_model/sim_data/RGB\right_04224.png,driving_model/sim_data/masks\04224.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04225.png,driving_model/sim_data/RGB\center_04225.png,driving_model/sim_data/RGB\right_04225.png,driving_model/sim_data/masks\04225.png,0.0
driving_model/sim_data/RGB\left_04226.png,driving_model/sim_data/RGB\center_04226.png,driving_model/sim_data/RGB\right_04226.png,driving_model/sim_data/masks\04226.png,0.0
driving_model/sim_data/RGB\left_04227.png,driving_model/sim_data/RGB\center_04227.png,driving_model/sim_data/RGB\right_04227.png,driving_model/sim_data/masks\04227.png,0.0
driving_model/sim_data/RGB\left_04228.png,driving_model/sim_data/RGB\center_04228.png,driving_model/sim_data/RGB\right_04228.png,driving_model/sim_data/masks\04228.png,0.0
driving_model/sim_data/RGB\left_04229.png,driving_model/sim_data/RGB\center_04229.png,driving_model/sim_data/RGB\right_04229.png,driving_model/sim_data/masks\04229.png,0.0
driving_model/sim_data/RGB\left_04230.png,driving_model/sim_data/RGB\center_04230.png,driving_model/sim_data/RGB\right_04230.png,driving_model/sim_data/masks\04230.png,0.0
driving_model/sim_data/RGB\left_04231.png,driving_model/sim_data/RGB\center_04231.png,driving_model/sim_data/RGB\right_04231.png,driving_model/sim_data/masks\04231.png,0.0
driving_model/sim_data/RGB\left_04232.png,driving_model/sim_data/RGB\center_04232.png,driving_model/sim_data/RGB\right_04232.png,driving_model/sim_data/masks\04232.png,0.0
driving_model/sim_data/RGB\left_04233.png,driving_model/sim_data/RGB\center_04233.png,driving_model/sim_data/RGB\right_04233.png,driving_model/sim_data/masks\04233.png,0.0
driving_model/sim_data/RGB\left_04234.png,driving_model/sim_data/RGB\center_04234.png,driving_model/sim_data/RGB\right_04234.png,driving_model/sim_data/masks\04234.png,0.0
driving_model/sim_data/RGB\left_04235.png,driving_model/sim_data/RGB\center_04235.png,driving_model/sim_data/RGB\right_04235.png,driving_model/sim_data/masks\04235.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04236.png,driving_model/sim_data/RGB\center_04236.png,driving_model/sim_data/RGB\right_04236.png,driving_model/sim_data/masks\04236.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04237.png,driving_model/sim_data/RGB\center_04237.png,driving_model/sim_data/RGB\right_04237.png,driving_model/sim_data/masks\04237.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04238.png,driving_model/sim_data/RGB\center_04238.png,driving_model/sim_data/RGB\right_04238.png,driving_model/sim_data/masks\04238.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04239.png,driving_model/sim_data/RGB\center_04239.png,driving_model/sim_data/RGB\right_04239.png,driving_model/sim_data/masks\04239.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04240.png,driving_model/sim_data/RGB\center_04240.png,driving_model/sim_data/RGB\right_04240.png,driving_model/sim_data/masks\04240.png,0.0007912935689091682
driving_model/sim_data/RGB\left_04241.png,driving_model/sim_data/RGB\center_04241.png,driving_model/sim_data/RGB\right_04241.png,driving_model/sim_data/masks\04241.png,-0.0007912935689091682
driving_model/sim_data/RGB\left_04242.png,driving_model/sim_data/RGB\center_04242.png,driving_model/sim_data/RGB\right_04242.png,driving_model/sim_data/masks\04242.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04243.png,driving_model/sim_data/RGB\center_04243.png,driving_model/sim_data/RGB\right_04243.png,driving_model/sim_data/masks\04243.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04244.png,driving_model/sim_data/RGB\center_04244.png,driving_model/sim_data/RGB\right_04244.png,driving_model/sim_data/masks\04244.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04245.png,driving_model/sim_data/RGB\center_04245.png,driving_model/sim_data/RGB\right_04245.png,driving_model/sim_data/masks\04245.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04246.png,driving_model/sim_data/RGB\center_04246.png,driving_model/sim_data/RGB\right_04246.png,driving_model/sim_data/masks\04246.png,0.0007912935689091682
driving_model/sim_data/RGB\left_04247.png,driving_model/sim_data/RGB\center_04247.png,driving_model/sim_data/RGB\right_04247.png,driving_model/sim_data/masks\04247.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_04248.png,driving_model/sim_data/RGB\center_04248.png,driving_model/sim_data/RGB\right_04248.png,driving_model/sim_data/masks\04248.png,0.0006455463008023798
driving_model/sim_data/RGB\left_04249.png,driving_model/sim_data/RGB\center_04249.png,driving_model/sim_data/RGB\right_04249.png,driving_model/sim_data/masks\04249.png,-0.00014574729721061885
driving_model/sim_data/RGB\left_04250.png,driving_model/sim_data/RGB\center_04250.png,driving_model/sim_data/RGB\right_04250.png,driving_model/sim_data/masks\04250.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04251.png,driving_model/sim_data/RGB\center_04251.png,driving_model/sim_data/RGB\right_04251.png,driving_model/sim_data/masks\04251.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04252.png,driving_model/sim_data/RGB\center_04252.png,driving_model/sim_data/RGB\right_04252.png,driving_model/sim_data/masks\04252.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04253.png,driving_model/sim_data/RGB\center_04253.png,driving_model/sim_data/RGB\right_04253.png,driving_model/sim_data/masks\04253.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04254.png,driving_model/sim_data/RGB\center_04254.png,driving_model/sim_data/RGB\right_04254.png,driving_model/sim_data/masks\04254.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04255.png,driving_model/sim_data/RGB\center_04255.png,driving_model/sim_data/RGB\right_04255.png,driving_model/sim_data/masks\04255.png,-0.0005855745985172689
driving_model/sim_data/RGB\left_04256.png,driving_model/sim_data/RGB\center_04256.png,driving_model/sim_data/RGB\right_04256.png,driving_model/sim_data/masks\04256.png,0.0002057189412880689
driving_model/sim_data/RGB\left_04257.png,driving_model/sim_data/RGB\center_04257.png,driving_model/sim_data/RGB\right_04257.png,driving_model/sim_data/masks\04257.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04258.png,driving_model/sim_data/RGB\center_04258.png,driving_model/sim_data/RGB\right_04258.png,driving_model/sim_data/masks\04258.png,0.0006455463008023798
driving_model/sim_data/RGB\left_04259.png,driving_model/sim_data/RGB\center_04259.png,driving_model/sim_data/RGB\right_04259.png,driving_model/sim_data/masks\04259.png,-0.00014574729721061885
driving_model/sim_data/RGB\left_04260.png,driving_model/sim_data/RGB\center_04260.png,driving_model/sim_data/RGB\right_04260.png,driving_model/sim_data/masks\04260.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04261.png,driving_model/sim_data/RGB\center_04261.png,driving_model/sim_data/RGB\right_04261.png,driving_model/sim_data/masks\04261.png,2.998582203872502e-05
driving_model/sim_data/RGB\left_04262.png,driving_model/sim_data/RGB\center_04262.png,driving_model/sim_data/RGB\right_04262.png,driving_model/sim_data/masks\04262.png,0.0
driving_model/sim_data/RGB\left_04263.png,driving_model/sim_data/RGB\center_04263.png,driving_model/sim_data/RGB\right_04263.png,driving_model/sim_data/masks\04263.png,0.0
driving_model/sim_data/RGB\left_04264.png,driving_model/sim_data/RGB\center_04264.png,driving_model/sim_data/RGB\right_04264.png,driving_model/sim_data/masks\04264.png,0.0
driving_model/sim_data/RGB\left_04265.png,driving_model/sim_data/RGB\center_04265.png,driving_model/sim_data/RGB\right_04265.png,driving_model/sim_data/masks\04265.png,0.0
driving_model/sim_data/RGB\left_04266.png,driving_model/sim_data/RGB\center_04266.png,driving_model/sim_data/RGB\right_04266.png,driving_model/sim_data/masks\04266.png,0.0
driving_model/sim_data/RGB\left_04267.png,driving_model/sim_data/RGB\center_04267.png,driving_model/sim_data/RGB\right_04267.png,driving_model/sim_data/masks\04267.png,0.0
driving_model/sim_data/RGB\left_04268.png,driving_model/sim_data/RGB\center_04268.png,driving_model/sim_data/RGB\right_04268.png,driving_model/sim_data/masks\04268.png,0.0
driving_model/sim_data/RGB\left_04269.png,driving_model/sim_data/RGB\center_04269.png,driving_model/sim_data/RGB\right_04269.png,driving_model/sim_data/masks\04269.png,0.0
driving_model/sim_data/RGB\left_04270.png,driving_model/sim_data/RGB\center_04270.png,driving_model/sim_data/RGB\right_04270.png,driving_model/sim_data/masks\04270.png,0.0006155604496598244
driving_model/sim_data/RGB\left_04271.png,driving_model/sim_data/RGB\center_04271.png,driving_model/sim_data/RGB\right_04271.png,driving_model/sim_data/masks\04271.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_04272.png,driving_model/sim_data/RGB\center_04272.png,driving_model/sim_data/RGB\right_04272.png,driving_model/sim_data/masks\04272.png,0.0006155604496598244
driving_model/sim_data/RGB\left_04273.png,driving_model/sim_data/RGB\center_04273.png,driving_model/sim_data/RGB\right_04273.png,driving_model/sim_data/masks\04273.png,-0.0007912935689091682
driving_model/sim_data/RGB\left_04274.png,driving_model/sim_data/RGB\center_04274.png,driving_model/sim_data/RGB\right_04274.png,driving_model/sim_data/masks\04274.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04275.png,driving_model/sim_data/RGB\center_04275.png,driving_model/sim_data/RGB\right_04275.png,driving_model/sim_data/masks\04275.png,0.0
driving_model/sim_data/RGB\left_04276.png,driving_model/sim_data/RGB\center_04276.png,driving_model/sim_data/RGB\right_04276.png,driving_model/sim_data/masks\04276.png,0.0006155604496598244
driving_model/sim_data/RGB\left_04277.png,driving_model/sim_data/RGB\center_04277.png,driving_model/sim_data/RGB\right_04277.png,driving_model/sim_data/masks\04277.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_04278.png,driving_model/sim_data/RGB\center_04278.png,driving_model/sim_data/RGB\right_04278.png,driving_model/sim_data/masks\04278.png,0.0006155604496598244
driving_model/sim_data/RGB\left_04279.png,driving_model/sim_data/RGB\center_04279.png,driving_model/sim_data/RGB\right_04279.png,driving_model/sim_data/masks\04279.png,-0.0007912935689091682
driving_model/sim_data/RGB\left_04280.png,driving_model/sim_data/RGB\center_04280.png,driving_model/sim_data/RGB\right_04280.png,driving_model/sim_data/masks\04280.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04281.png,driving_model/sim_data/RGB\center_04281.png,driving_model/sim_data/RGB\right_04281.png,driving_model/sim_data/masks\04281.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04282.png,driving_model/sim_data/RGB\center_04282.png,driving_model/sim_data/RGB\right_04282.png,driving_model/sim_data/masks\04282.png,0.0007912935689091682
driving_model/sim_data/RGB\left_04283.png,driving_model/sim_data/RGB\center_04283.png,driving_model/sim_data/RGB\right_04283.png,driving_model/sim_data/masks\04283.png,-0.0010462671052664518
driving_model/sim_data/RGB\left_04284.png,driving_model/sim_data/RGB\center_04284.png,driving_model/sim_data/RGB\right_04284.png,driving_model/sim_data/masks\04284.png,0.0011190581135451794
driving_model/sim_data/RGB\left_04285.png,driving_model/sim_data/RGB\center_04285.png,driving_model/sim_data/RGB\right_04285.png,driving_model/sim_data/masks\04285.png,-0.0008640846936032176
driving_model/sim_data/RGB\left_04286.png,driving_model/sim_data/RGB\center_04286.png,driving_model/sim_data/RGB\right_04286.png,driving_model/sim_data/masks\04286.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04287.png,driving_model/sim_data/RGB\center_04287.png,driving_model/sim_data/RGB\right_04287.png,driving_model/sim_data/masks\04287.png,0.0
driving_model/sim_data/RGB\left_04288.png,driving_model/sim_data/RGB\center_04288.png,driving_model/sim_data/RGB\right_04288.png,driving_model/sim_data/masks\04288.png,0.0
driving_model/sim_data/RGB\left_04289.png,driving_model/sim_data/RGB\center_04289.png,driving_model/sim_data/RGB\right_04289.png,driving_model/sim_data/masks\04289.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04290.png,driving_model/sim_data/RGB\center_04290.png,driving_model/sim_data/RGB\right_04290.png,driving_model/sim_data/masks\04290.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04291.png,driving_model/sim_data/RGB\center_04291.png,driving_model/sim_data/RGB\right_04291.png,driving_model/sim_data/masks\04291.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_04292.png,driving_model/sim_data/RGB\center_04292.png,driving_model/sim_data/RGB\right_04292.png,driving_model/sim_data/masks\04292.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04293.png,driving_model/sim_data/RGB\center_04293.png,driving_model/sim_data/RGB\right_04293.png,driving_model/sim_data/masks\04293.png,0.0
driving_model/sim_data/RGB\left_04294.png,driving_model/sim_data/RGB\center_04294.png,driving_model/sim_data/RGB\right_04294.png,driving_model/sim_data/masks\04294.png,0.0
driving_model/sim_data/RGB\left_04295.png,driving_model/sim_data/RGB\center_04295.png,driving_model/sim_data/RGB\right_04295.png,driving_model/sim_data/masks\04295.png,0.0
driving_model/sim_data/RGB\left_04296.png,driving_model/sim_data/RGB\center_04296.png,driving_model/sim_data/RGB\right_04296.png,driving_model/sim_data/masks\04296.png,0.0
